#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:22174787	(2011) Genome characterization of the oleaginous fungus Mortierella alpina.	10	87	2.31	2.45e-16	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,MDH1
PMID:7082628	(1982) Response of rainbow trout (Salmo gairdneri) to increased levels of available carbohydrate in practical trout diets.	4	7	3.01	8.65e-07	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933	PCK2,PCK1,PKM,PKLR
PMID:32252351	(2020) Metabolic Heterogeneity of Cancer Cells: An Interplay between HIF-1, GLUTs, and AMPK.	6	112	1.98	8.93e-07	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,PCK1,PKM,PKLR,CS,PC
PMID:27586962	(2016) Suppression of fat deposition in broiler chickens by (-)-hydroxycitric acid supplementation: A proteomics perspective.	5	40	2.35	1.08e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532	PCK2,ACLY,CS,ME1,PC
PMID:33808495	(2021) The Metabolic Fates of Pyruvate in Normal and Neoplastic Cells.	5	41	2.34	1.20e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,ACLY,PKM,CS,PC
PMID:30903027	(2019) Spatial-fluxomics provides a subcellular-compartmentalized view of reductive glutamine metabolism in cancer cells.	4	8	2.95	1.20e-06	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,PCK1,CS,PC
PMID:29163371	(2017) Cofactors As Metabolic Sensors Driving Cell Adaptation in Physiology and Disease.	5	41	2.34	1.20e-06	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,MDH2,CS,PC,MDH1
PMID:24309823	(1980) Seasonal variation of enzyme activities in Laminaria hyperborea.	4	8	2.95	1.20e-06	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000438144	PCK2,PCK1,MDH2,MDH1
PMID:28620589	(2017) Transcriptomic Profiling of High-Density Giardia Foci Encysting in the Murine Proximal Intestine.	5	42	2.33	1.29e-06	9606.ENSP00000216780,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000438144	PCK2,PKM,MDH2,PKLR,MDH1
PMID:26808438	(2016) ChREBP Regulates Itself and Metabolic Genes Implicated in Lipid Accumulation in beta-Cell Line.	5	43	2.32	1.42e-06	9606.ENSP00000253792,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,PKLR,CS,PC,MDH1
PMID:33438829	(2021) Metabolic energy conservation for fermentative product formation.	4	9	2.9	1.65e-06	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	ACLY,PKM,PKLR,PC
PMID:22876324	(2012) Profiling of cytosolic and peroxisomal acetyl-CoA metabolism in Saccharomyces cerevisiae.	4	9	2.9	1.65e-06	9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	PCK1,MDH2,CS,MDH1
PMID:2982638	(1985) Leishmania mexicana: enzyme activities of amastigotes and promastigotes and their inhibition by antimonials and arsenicals.	4	9	2.9	1.65e-06	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000358719,9606.ENSP00000377532	PKM,PKLR,ME1,PC
PMID:195412	(1977) [The preparation of three dehydrogenases and two kinases from pig heart by a single procedure (authors transl)].	4	9	2.9	1.65e-06	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000438144	PKM,MDH2,PKLR,MDH1
PMID:4389822	(1969) Enzymic changes in rabbit and rat mammary gland during the lactation cycle.	4	9	2.9	1.65e-06	9606.ENSP00000327070,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	MDH2,ME1,PC,MDH1
PMID:34959746	(2021) Blueberry Counteracts Prediabetes in a Hypercaloric Diet-Induced Rat Model and Rescues Hepatic Mitochondrial Bioenergetics.	5	46	2.29	1.83e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000339933,9606.ENSP00000342056	PCK2,ACLY,PCK1,PKLR,CS
PMID:29950572	(2018) The multifaceted contributions of mitochondria to cellular metabolism.	5	47	2.28	2.00e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	PCK2,ACLY,MDH2,CS,MDH1
PMID:33303933	(2021) Ammonia oxidation at pH 2.5 by a new gammaproteobacterial ammonia-oxidizing bacterium.	4	10	2.85	2.15e-06	9606.ENSP00000327070,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	MDH2,ME1,PC,MDH1
PMID:34205414	(2021) Understanding the Central Role of Citrate in the Metabolism of Cancer Cells and Tumors: An Update.	5	48	2.27	2.15e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,ACLY,PKM,CS,PC
PMID:32276114	(2020) Mass spectrometry-based stable-isotope tracing uncovers metabolic alterations in pyruvate kinase-deficient Aedes aegypti mosquitoes.	4	10	2.85	2.15e-06	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933	PCK2,PCK1,PKM,PKLR
PMID:25192423	(2014) S-nitroso-proteome in poplar leaves in response to acute ozone stress.	4	10	2.85	2.15e-06	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000438144	PKM,MDH2,PKLR,MDH1
PMID:27358718	(2016) MicroRNAs and oncogenic transcriptional regulatory networks controlling metabolic reprogramming in cancers.	5	49	2.26	2.32e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000377532	PCK2,ACLY,PCK1,PKM,PC
PMID:6817965	(1982) 5-hydroxytryptamine, glucose uptake, glycogen utilization and carbon dioxide fixation in Hymenolepis microstoma (Cestoda).	4	11	2.81	2.80e-06	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933	PCK2,PCK1,PKM,PKLR
PMID:31881713	(2019) TCA Cycle Rewiring as Emerging Metabolic Signature of Hepatocellular Carcinoma.	5	52	2.23	3.01e-06	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000438144	ACLY,MDH2,CS,ME1,MDH1
PMID:24349266	(2013) Changes in mitochondrial carriers exhibit stress-specific signatures in INS-1Ebeta-cells exposed to glucose versus fatty acids.	5	53	2.22	3.26e-06	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,MDH2,CS,PC,MDH1
PMID:35260198	(2022) Metagenomics reveals differences in microbial composition and metabolic functions in the rumen of dairy cows with different residual feed intake.	4	12	2.77	3.63e-06	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000438144	PKM,MDH2,PKLR,MDH1
PMID:32188449	(2020) A metabolic switch regulates the transition between growth and diapause in C. elegans.	4	12	2.77	3.63e-06	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000342056,9606.ENSP00000438144	PCK2,PCK1,CS,MDH1
PMID:29259242	(2017) Photoreceptor metabolic reprogramming provides survival advantage in acute stress while causing chronic degeneration.	4	12	2.77	3.63e-06	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000438144	ACLY,PKM,MDH2,MDH1
PMID:35052612	(2022) Metabolic AdaptionsReprogramming in Islet Beta-Cells in Response to Physiological Stimulators-What Are the Consequences.	5	55	2.21	3.75e-06	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532	ACLY,MDH2,CS,ME1,PC
PMID:31900386	(2020) Mitochondrial TCA cycle metabolites control physiology and disease.	5	55	2.21	3.75e-06	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,MDH2,CS,PC,MDH1
PMID:31923436	(2020) Dysregulation of metabolic enzymes in tumor and stromal cells: Role in oncogenesis and therapeutic opportunities.	5	56	2.2	4.01e-06	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	PCK2,PCK1,PKM,PKLR,PC
PMID:33552913	(2021) Emerging considerations on mitochondrial and cytosolic metabolic features in SDH-deficient cancer cells.	4	13	2.74	4.49e-06	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	MDH2,CS,PC,MDH1
PMID:25217974	(2014) (13)C metabolic flux analysis shows that resistin impairs the metabolic response to insulin in L6E9 myotubes.	4	13	2.74	4.49e-06	9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000358719,9606.ENSP00000377532	PCK1,PKM,ME1,PC
PMID:22954255	(2012) A possible primary cause of cancer: deficient cellular interactions in endocrine pancreas.	4	13	2.74	4.49e-06	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,PKM,CS,PC
PMID:131232	(1976) Enzymes related to lipogenesis in the adipose tissue of obese subjects.	4	13	2.74	4.49e-06	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000358719,9606.ENSP00000438144	ACLY,MDH2,ME1,MDH1
PMID:33572903	(2021) The Pancreatic beta-Cell: The Perfect Redox System.	6	159	1.83	4.96e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532	PCK2,ACLY,PKM,CS,ME1,PC
PMID:35178152	(2022) A Weird Mitochondrial Fatty Acid Oxidation as a Metabolic Secret of Cancer.	5	60	2.17	5.28e-06	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,MDH2,ME1,PC,MDH1
PMID:32179544	(2020) In vitro insulin treatment reverses changes elicited by nutrients in cellular metabolic processes that regulate food intake in fish.	4	14	2.71	5.49e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000339933	PCK2,ACLY,PCK1,PKLR
PMID:31727937	(2019) iTRAQ-Based Quantitative Proteomic Comparison of 2D and 3D Adipocyte Cell Models Co-cultured with Macrophages Using Online 2D-nanoLC-ESI-MSMS.	5	61	2.16	5.62e-06	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,MDH2,CS,PC,MDH1
PMID:26207106	(2015) The Warburg effect: a balance of flux analysis.	4	15	2.68	6.84e-06	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000377532	PCK2,ACLY,PKM,PC
PMID:32068977	(2020) METTL3 expression is associated with glycolysis metabolism and sensitivity to glycolytic stress in hepatocellular carcinoma.	4	16	2.65	8.48e-06	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000377532	PCK2,PCK1,PKM,PC
PMID:34109234	(2021) Effects of Guava (Psidium guajava L.) Leaf Extract on the Metabolomics of Serum and Feces in Weaned Piglets Challenged by Escherichia coli.	5	67	2.12	8.58e-06	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,CS,ME1,PC,MDH1
PMID:33122726	(2020) Low dietary inclusion of nutraceuticals from microalgae improves feed efficiency and modifies intermediary metabolisms in gilthead sea bream (Sparus aurata).	4	17	2.62	1.03e-05	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000438144	PKM,MDH2,PKLR,MDH1
PMID:31893043	(2019) Cysteine catabolism and the serine biosynthesis pathway support pyruvate production during pyruvate kinase knockdown in pancreatic cancer cells.	4	17	2.62	1.03e-05	9606.ENSP00000216780,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	PCK2,PKM,PKLR,PC
PMID:29716943	(2018) Hepatic glucose metabolic responses to digestible dietary carbohydrates in two isogenic lines of rainbow trout.	4	17	2.62	1.03e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000339933	PCK2,ACLY,PCK1,PKLR
PMID:27559337	(2016) Metabolic Reconstruction of Setaria italica: A Systems Biology Approach for Integrating Tissue-Specific Omics and Pathway Analysis of Bioenergy Grasses.	4	17	2.62	1.03e-05	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000438144	PKM,MDH2,PKLR,MDH1
PMID:23961260	(2013) Mapping cancer cell metabolism with(13)C flux analysis: Recent progress and future challenges.	4	17	2.62	1.03e-05	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,PKM,CS,PC
PMID:19426882	(2009) Investigating the roles of mitochondrial and cytosolic malic enzyme in insulin secretion.	4	17	2.62	1.03e-05	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532	ACLY,CS,ME1,PC
PMID:31847435	(2019) Identification of a Subtype of Hepatocellular Carcinoma with Poor Prognosis Based on Expression of Genes within the Glucose Metabolic Pathway.	5	71	2.1	1.07e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000377532	PCK2,ACLY,PCK1,PKM,PC
PMID:30218604	(2018) Identification of Missing Carbon Fixation Enzymes as Potential Drug Targets in Mycobacterium Tuberculosis.	4	18	2.6	1.19e-05	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	ACLY,MDH2,CS,MDH1
PMID:26232224	(2015) An Essential Role of the Mitochondrial Electron Transport Chain in Cell Proliferation Is to Enable Aspartate Synthesis.	4	18	2.6	1.19e-05	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,MDH2,PC,MDH1
PMID:35246510	(2022) Elevated nuclear localization of glycolytic enzyme TPI1 promotes lung adenocarcinoma and enhances chemoresistance.	4	19	2.57	1.42e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171	PCK2,ACLY,PCK1,PKM
PMID:19015218	(2009) A pathway-specific microarray analysis highlights the complex and co-ordinated transcriptional networks of the developing grain of field-grown barley.	4	19	2.57	1.42e-05	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	ACLY,PKM,PKLR,PC
PMID:32709897	(2020) Metabolic signaling in T cells.	5	77	2.06	1.52e-05	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	ACLY,PCK1,MDH2,CS,MDH1
PMID:34884868	(2021) Emerging Role of TCA Cycle-Related Enzymes in Human Diseases.	4	20	2.55	1.67e-05	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000438144	ACLY,CS,ME1,MDH1
PMID:33072147	(2020) Thioredoxin Network in Plant Mitochondria: Cysteine S-Posttranslational Modifications and Stress Conditions.	4	20	2.55	1.67e-05	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,CS,PC,MDH1
PMID:32154498	(2019) Hepatic Cystathionine beta-Synthase Activity Is Increased by Greater Postruminal Supply of Met during the Periparturient Period in Dairy Cows.	4	20	2.55	1.67e-05	9606.ENSP00000319814,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	PCK1,CS,PC,MDH1
PMID:29339745	(2018) Genomic and transcriptomic analysis of the Asian honeybee Apis cerana provides novel insights into honeybee biology.	4	20	2.55	1.67e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,ACLY,CS,PC
PMID:23473032	(2013) In vivo HIF-mediated reductive carboxylation is regulated by citrate levels and sensitizes VHL-deficient cells to glutamine deprivation.	4	20	2.55	1.67e-05	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,PKM,CS,PC
PMID:24130841	(2013) A role for cytosolic isocitrate dehydrogenase as a negative regulator of glucose signaling for insulin secretion in pancreatic beta-cells.	4	20	2.55	1.67e-05	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,MDH2,PC,MDH1
PMID:33224019	(2020) Mitochondrial Metabolism in Astrocytes Regulates Brain Bioenergetics, Neurotransmission and Redox Balance.	5	80	2.05	1.74e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,ACLY,PCK1,CS,PC
PMID:31315053	(2019) Mitochondrial GTP Links Nutrient Sensing to beta Cell Health, Mitochondrial Morphology, and Insulin Secretion Independent of OxPhos.	4	21	2.53	1.89e-05	9606.ENSP00000216780,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,PKM,CS,PC
PMID:31616315	(2019) Plasma 1alpha-Hydroxycorticosterone as Biomarker for Acute Stress in Catsharks (Scyliorhinus canicula).	4	21	2.53	1.89e-05	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000438144	PKM,MDH2,PKLR,MDH1
PMID:26862728	(2016) Screening the yeast genome for energetic metabolism pathways involved in a phenotypic response to the anti-cancer agent 3-bromopyruvate.	4	21	2.53	1.89e-05	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	MDH2,CS,PC,MDH1
PMID:6254366	(1980) Enzyme levels in individual rat muscle fibers.	4	21	2.53	1.89e-05	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000438144	PKM,MDH2,PKLR,MDH1
PMID:30895174	(2019) A Pathogen and a Non-pathogen Spotted Fever Group Rickettsia Trigger Differential Proteome Signatures in Macrophages.	5	84	2.02	2.13e-05	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	ACLY,PKM,MDH2,CS,MDH1
PMID:24619061	(2014) The use of weighted graphs for large-scale genome analysis.	4	22	2.51	2.16e-05	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933	PCK2,PCK1,PKM,PKLR
PMID:32664386	(2020) Srebp-1cFgf21Pgc-1alpha Axis Regulated by Leptin Signaling in Adipocytes-Possible Mechanism of Caloric Restriction-Associated Metabolic Remodeling of White Adipose Tissue.	4	23	2.49	2.52e-05	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532	ACLY,CS,ME1,PC
PMID:23662149	(2013) Hyperthermia versus Oncothermia: Cellular Effects in Complementary Cancer Therapy.	4	23	2.49	2.52e-05	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,CS,PC,MDH1
PMID:26646448	(2016) NF-Y activates genes of metabolic pathways altered in cancer cells.	5	91	1.99	3.04e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056,9606.ENSP00000358719	PCK2,ACLY,PKM,CS,ME1
PMID:31882889	(2019) Hepatic Mitochondrial Oxidative Metabolism and Lipogenesis Synergistically Adapt to Mediate Healthy Embryonic-to-Neonatal Transition in Chicken.	4	25	2.45	3.34e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000342056	PCK2,ACLY,PCK1,CS
PMID:27742786	(2016) Pheochromocytoma: The First Metabolic Endocrine Cancer.	4	25	2.45	3.34e-05	9606.ENSP00000253792,9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000438144	ACLY,MDH2,CS,MDH1
PMID:25859558	(2015) Analysis and interpretation of transcriptomic data obtained from extended Warburg effect genes in patients with clear cell renal cell carcinoma.	5	93	1.98	3.34e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	PCK2,ACLY,PKM,PKLR,PC
PMID:23119161	(2012) Reconstruction of Sugar Metabolic Pathways of Giardia lamblia.	4	25	2.45	3.34e-05	9606.ENSP00000327070,9606.ENSP00000342056,9606.ENSP00000377532,9606.ENSP00000438144	MDH2,CS,PC,MDH1
PMID:30283496	(2018) Reciprocal Regulation of Metabolic Reprogramming and Epigenetic Modifications in Cancer.	5	97	1.96	4.01e-05	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000438144	ACLY,PCK1,PKM,PKLR,MDH1
PMID:33291682	(2020) The Role of Mitochondrial Fat Oxidation in Cancer Cell Proliferation and Survival.	4	27	2.42	4.28e-05	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000377532	ACLY,PKM,PKLR,PC
PMID:27913098	(2017) Succinyl-CoA synthetase (SUCLA2) deficiency in two siblings with impaired activity of other mitochondrial oxidative enzymes in skeletal muscle without mitochondrial DNA depletion.	4	27	2.42	4.28e-05	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000342056,9606.ENSP00000377532	PCK2,PCK1,CS,PC
PMID:28303258	(2017) Alterations in Cytosolic and Mitochondrial [U-(13)C]Glucose Metabolism in a Chronic Epilepsy Mouse Model.	4	27	2.42	4.28e-05	9606.ENSP00000320171,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000377532	PKM,PKLR,CS,PC
PMID:31768073	(2020) Endogenous oxidized phospholipids reprogram cellular metabolism and boost hyperinflammation.	5	99	1.95	4.31e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000327070,9606.ENSP00000342056	PCK2,ACLY,PCK1,MDH2,CS
PMID:33425906	(2020) Extracellular Citrate Fuels Cancer Cell Metabolism and Growth.	4	28	2.41	4.77e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000377532	PCK2,ACLY,PCK1,PC
PMID:30823376	(2019) Insulin Controls Triacylglycerol Synthesis through Control of Glycerol Metabolism and Despite Increased Lipogenesis.	4	28	2.41	4.77e-05	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,PCK1,PC,MDH1
PMID:26551705	(2015) Keap1Nrf2 pathway in the frontiers of cancer and non-cancer cell metabolism.	4	28	2.41	4.77e-05	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000358719,9606.ENSP00000438144	PCK2,ACLY,ME1,MDH1
PMID:31886267	(2019) The Effect of MicroRNA-331-3p on Preadipocytes Proliferation and Differentiation and Fatty Acid Accumulation in Laiwu Pigs.	4	29	2.39	5.33e-05	9606.ENSP00000253792,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	ACLY,ME1,PC,MDH1
