#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:27473374	(2016) Proteinase-activated receptor 2 (PAR2) in hepatic stellate cells - evidence for a role in hepatocellular carcinoma growth in vivo.	7	88	1.91	9.80e-06	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000355361,9606.ENSP00000360997,9606.ENSP00000451040	MMP2,GAPDH,ANGPT2,ANG,CD47,ADAMTS13,PGF
PMID:25623413	(2015) beta-Endorphin neuronal transplantation into the hypothalamus alters anxiety-like behaviors in prenatal alcohol-exposed rats and alcohol-non-preferring and alcohol-preferring rats.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:25649650	(2015) Corticotropin-Releasing Factor Receptor-1  Antagonism Reduces Oxidative Damage  in an Alzheimers Disease Transgenic Mouse  Model.	3	7	2.64	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:25821436	(2015) Dysregulated hypothalamic-pituitary-adrenal axis function contributes to altered endocrine and neurobehavioral responses to acute stress.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:26262685	(2015) Effects of Carbenoxolone on the Canine Pituitary-Adrenal Axis.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:25337371	(2014) Effect of Chronic Restraint Stress on HPA Axis Activity and Expression of BDNF and Trkb in the Hippocampus of Pregnant Rats: Possible Contribution in Depression during Pregnancy and Postpartum Period.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:23349753	(2013) Effects of stresscopin on rat hypothalamic paraventricular nucleus neurons in vitro.	3	7	2.64	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:23573124	(2013) Nobiletin Ameliorates the Deficits in Hippocampal BDNF, TrkB, and Synapsin I Induced by Chronic Unpredictable Mild Stress.	3	7	2.64	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:23845513	(2013) Region-specific alterations in glucocorticoid receptor expression in the postmortem brain of teenage suicide victims.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:24130763	(2013) Inflammation and oxidative stress are elevated in the brain, blood, and adrenal glands during the progression of post-traumatic stress disorder in a predator exposure animal model.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:22033279	(2012) Reproductive experience modifies the effects of estrogen receptor alpha activity on anxiety-like behavior and corticotropin releasing hormone mRNA expression.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:26105334	(2012) PP011. Increased placental expression of angiogenin inhibitor (Ribonuclease inhibitor), a novel gene in pre-eclampsia.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000336762,9606.ENSP00000451040	GAPDH,ANG,PGF
PMID:20933547	(2011) Upregulation of STREX splice variant of the large conductance Ca2+-activated potassium (BK) channel in a rat model of mesial temporal lobe epilepsy.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:21572784	(2011) Cow placenta extract promotes murine hair growth through enhancing the insulin - like growth factor-1.	3	7	2.64	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:21856283	(2011) REDD1 (regulated in development and DNA damage response 1) expression in skeletal muscle as a surrogate biomarker of the efficiency of glucocorticoid receptor blockade.	3	6	2.71	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:21868072	(2011) The effects of acute and chronic psychological stress on bladder function in a rodent model.	3	7	2.64	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:19120118	(2008) Regulation of gene expression of catecholamine biosynthetic enzymes in dopamine-beta-hydroxylase- and CRH-knockout mice exposed to stress.	3	7	2.64	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:17218541	(2007) Formyl peptide receptors and the regulation of ACTH secretion: targets for annexin A1, lipoxins, and bacterial peptides.	3	7	2.64	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:16720734	(2006) Post-translational modification plays an essential role in the translocation of annexin A1 from the cytoplasm to the cell surface.	3	7	2.64	0.0042	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:35030965	(2022) Paeoniflorin alleviates NG-nitro-L-arginine methyl ester (L-NAME)-induced gestational hypertension and upregulates silent information regulator 2 related enzyme 1 (SIRT1) to reduce H2O2-induced endothelial cell damage.	3	8	2.59	0.0043	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000451040	SIRT1,GAPDH,PGF
PMID:36063024	(2022) Limonene protects human skin keratinocytes against UVB-induced photodamage and photoaging by activating the Nrf2-dependent antioxidant defense system.	3	8	2.59	0.0043	9606.ENSP00000219070,9606.ENSP00000319788,9606.ENSP00000384092	MMP2,NQO1,POMC
PMID:33413626	(2021) Myocardial repair of bioengineered cardiac patches with decellularized placental scaffold and human-induced pluripotent stem cells in a rat model of myocardial infarction.	4	46	1.95	0.0043	9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000451040	GAPDH,ANGPT2,ANG,PGF
PMID:33509094	(2021) Knockout of the circadian gene, Per2, disrupts corticosterone secretion and results in depressive-like behaviors and deficits in startle responses.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:34475980	(2021) Rapamycin suppresses the PI3KAKTmTOR signaling pathway by targeting SIRT1 in esophageal cancer.	3	8	2.59	0.0043	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000298552	SIRT1,GAPDH,TSC1
PMID:34575930	(2021) Prenatal and Postnatal Methyl-Modulator Intervention Corrects the Stress-Induced Glucocorticoid Response in Low-Birthweight Rats.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:34646421	(2021) Jie-Yu-He-Huan Capsule Ameliorates Anxiety-Like Behaviours in Rats Exposed to Chronic Restraint Stress via the cAMPPKACREBBDNF Signalling Pathway.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:34721735	(2021) Circulating microRNAs and Molecular Oxidative Stress in Older Adults with Neuroprogression Disorders.	3	8	2.59	0.0043	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000384092	SIRT1,GAPDH,POMC
PMID:34764725	(2021) Effects of red ginseng on gut, microbiota, and brain in a mouse model of post-infectious irritable bowel syndrome.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:31921358	(2020) Curcumin analog A13 alleviates oxidative stress by activating Nrf2ARE pathway and ameliorates fibrosis in the myocardium of high-fat-diet and streptozotocin-induced diabetic rats.	3	8	2.59	0.0043	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000319788	MMP2,GAPDH,NQO1
PMID:31100090	(2019) Protective effects of urocortin 2 against caerulein-induced acute pancreatitis.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:29415727	(2018) New insights into the regulatory role of microRNA in tumor angiogenesis and clinical implications.	4	47	1.94	0.0043	9606.ENSP00000212015,9606.ENSP00000336762,9606.ENSP00000355361,9606.ENSP00000451040	SIRT1,ANG,CD47,PGF
PMID:29524841	(2018) Protective effect of dioscin against doxorubicin-induced cardiotoxicity via adjusting microRNA-140-5p-mediated myocardial oxidative stress.	3	8	2.59	0.0043	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000319788	SIRT1,GAPDH,NQO1
PMID:26954230	(2016) Peripheral Insulin Doesnt Alter Appetite of Broiler Chicks.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:27397599	(2016) Influence of Adrenalectomy on Protective Effects of Urocortin I, a Corticotropin-Releasing Factor, Against Indomethacin-Induced Enteropathy in Rats.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:26060449	(2015) Hypothalamic-pituitary-adrenal axis hyperactivity accounts for anxiety- and depression-like behaviors in rats perinatally exposed to bisphenol A.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:23768074	(2014) Differential contribution of CBP:CREB binding to corticotropin-releasing hormone expression in the infant and adult hypothalamus.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:25352794	(2014) Early life stress and serotonin transporter gene variation interact to affect the transcription of the glucocorticoid and mineralocorticoid receptors, and the co-chaperone FKBP5, in the adult rat brain.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:25364257	(2014) Optimal management of seizures associated with tuberous sclerosis complex: current and emerging options.	3	8	2.59	0.0043	9606.ENSP00000276571,9606.ENSP00000298552,9606.ENSP00000384092	CRH,TSC1,POMC
PMID:25544867	(2014) Dietary blueberry and bifidobacteria attenuate nonalcoholic fatty liver disease in rats by affecting SIRT1-mediated signaling pathway.	3	8	2.59	0.0043	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000319788	SIRT1,GAPDH,NQO1
PMID:24098286	(2013) Epigenetic Biomarkers as Predictors and Correlates of Symptom Improvement Following Psychotherapy in Combat Veterans with PTSD.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:22862673	(2012) Maternal cell-free messenger RNA in twin pregnancies: the effects of chorionicity and severe twin to twin transfusion syndrome (TTTS).	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000451040	GAPDH,ANGPT2,PGF
PMID:22903278	(2012) Regulation of adrenal steroidogenesis by the high-affinity phosphodiesterase 8 family.	3	8	2.59	0.0043	9606.ENSP00000276571,9606.ENSP00000331327,9606.ENSP00000384092	CRH,WT1,POMC
PMID:21256589	(2011) Urocortins are present in the rat testis.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:21655274	(2011) Plasma corticosterone activates SGK1 and induces morphological changes in oligodendrocytes in corpus callosum.	3	8	2.59	0.0043	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:20618396	(2010) Modeling new therapies for infantile spasms.	3	8	2.59	0.0043	9606.ENSP00000276571,9606.ENSP00000298552,9606.ENSP00000384092	CRH,TSC1,POMC
PMID:32951009	(2021) Metformin effectively restores the HPA axis function in diet-induced obese rats.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:33430014	(2021) Central Administration of Angiotensin-(1-7) Improves Vasopressin Impairment and Hypotensive Response in Experimental Endotoxemia.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:33790733	(2021) Possible Involvement of MyD88 in Regulating Stress Response in Mice.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:31301076	(2020) Rapamycin attenuates the paraquat-induced pulmonary fibrosis through activating Nrf2 pathway.	3	9	2.54	0.0046	9606.ENSP00000212015,9606.ENSP00000219070,9606.ENSP00000319788	SIRT1,MMP2,NQO1
PMID:31935235	(2020) Short treatment with antalarmin alters adrenal gland receptors in the rat model of endometriosis.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:31969665	(2020) Ursodeoxycholic Acid Attenuates the Retinal Vascular Abnormalities in Anti-PDGFR-beta Antibody-Induced Pericyte Depletion Mouse Models.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000451040	GAPDH,ANGPT2,PGF
PMID:32787853	(2020) Proteomic study of hypothalamus in pigs exposed to heat stress.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:32922730	(2020) Melanoma in pregnancy: certainties unborn.	3	9	2.54	0.0046	9606.ENSP00000276571,9606.ENSP00000384092,9606.ENSP00000451040	CRH,POMC,PGF
PMID:33308255	(2020) The dysregulation of the hypothalamic-pituitary-adrenal axis in diet-induced prediabetic male Sprague Dawley rats.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:30804766	(2019) Single Prolonged Stress as a Prospective Model for Posttraumatic Stress Disorder in Females.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:30857125	(2019) Curcumin and its Potential for Systemic Targeting of Inflamm-Aging and Metabolic Reprogramming in Cancer.	4	48	1.93	0.0046	9606.ENSP00000212015,9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000319788	SIRT1,MMP2,GAPDH,NQO1
PMID:31005044	(2019) Increased protein and mRNA expression of corticotropin-releasing factor (CRF), decreased CRF receptors and CRF binding protein in specific postmortem brain areas of teenage suicide subjects.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:31665139	(2019) Investigating the potential of the secretome of mesenchymal stem cells derived from sickle cell disease patients.	4	49	1.92	0.0046	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000336762,9606.ENSP00000451040	MMP2,GAPDH,ANG,PGF
PMID:31877966	(2019) Neurochemical Characterization of Neurons Expressing Estrogen Receptor beta in the Hypothalamic Nuclei of Rats Using in Situ Hybridization and Immunofluorescence.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:29024419	(2018) A multicentre randomised controlled trial evaluating the efficacy of dehydrated human amnionchorion membrane (EpiFix((R)) ) allograft for the treatment of venous leg ulcers.	3	9	2.54	0.0046	9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000451040	ANGPT2,ANG,PGF
PMID:29230947	(2018) Dietary Slowly Digestible Starch Triggers the Gut-Brain Axis in Obese Rats with Accompanied Reduced Food Intake.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:29423025	(2018) Methylseleninic acid induces NAD(P)H:quinone oxidoreductase-1 expression through activation of NF-E2-related factor 2 in Chang liver cells.	3	9	2.54	0.0046	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000319788	MMP2,GAPDH,NQO1
PMID:29884193	(2018) Differential responses of stressful elements to predatory exposure in behavior-lateralized mice.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:30018657	(2018) Sini Decoction Improves Adrenal Function and the Short-Term Outcome of Septic Rats through Downregulation of Adrenal Toll-Like Receptor 4 Expression.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:30326843	(2018) Social defeat stress before pregnancy induces depressive-like behaviours and cognitive deficits in adult male offspring: correlation with neurobiological changes.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:29047245	(2017) 11beta-Hydroxysteroid Dehydrogenase Type 1 Inhibition Attenuates the Adverse Effects of Glucocorticoids on Dermal Papilla Cells.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:27179524	(2016) Effect of Maternal Electroacupuncture on Perinatal Nicotine Exposure-Induced Lung Phenotype in Offspring.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:27729065	(2016) Symptomatic Cushings syndrome and hyperandrogenemia in a steroid cell ovarian neoplasm: a case report.	3	9	2.54	0.0046	9606.ENSP00000276571,9606.ENSP00000331327,9606.ENSP00000384092	CRH,WT1,POMC
PMID:26508818	(2015) Cancer as a Proinflammatory Environment: Metastasis and Cachexia.	4	49	1.92	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000314897,9606.ENSP00000384092	GAPDH,CRH,ANGPT2,POMC
PMID:26593940	(2015) Impact of Maternal Diet on the Epigenome during In Utero Life and the Developmental Programming of Diseases in Childhood and Adulthood.	4	48	1.93	0.0046	9606.ENSP00000212015,9606.ENSP00000276571,9606.ENSP00000314897,9606.ENSP00000384092	SIRT1,CRH,ANGPT2,POMC
PMID:24419232	(2014) Paradoxic effects of metformin on endothelial cells and angiogenesis.	4	48	1.93	0.0046	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762	MMP2,GAPDH,ANGPT2,ANG
PMID:24465854	(2014) Reference genes for real-time PCR quantification of messenger RNAs and microRNAs in mouse model of obesity.	3	9	2.54	0.0046	9606.ENSP00000212015,9606.ENSP00000229239,9606.ENSP00000319788	SIRT1,GAPDH,NQO1
PMID:24824619	(2014) Social opportunity rapidly regulates expression of CRF and CRF receptors in the brain during social ascent of a teleost fish, Astatotilapia burtoni.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:25156824	(2014) Retroviral expression of human arginine decarboxylase reduces oxidative stress injury in mouse cortical astrocytes.	3	9	2.54	0.0046	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000384092	MMP2,GAPDH,POMC
PMID:25178650	(2014) Breast cancer cells condition lymphatic endothelial cells within pre-metastatic niches to promote metastasis.	4	48	1.93	0.0046	9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000451040	GAPDH,ANGPT2,ANG,PGF
PMID:25409090	(2014) Fetal alcohol exposure alters proopiomelanocortin gene expression and hypothalamic-pituitary-adrenal axis function via increasing MeCP2 expression in the hypothalamus.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:23413810	(2013) Gestational choline supplementation normalized fetal alcohol-induced alterations in histone modifications, DNA methylation, and proopiomelanocortin (POMC) gene expression in beta-endorphin-producing POMC neurons of the hypothalamus.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:23730292	(2013) Behavioral, Biochemical, and Molecular Indices of Stress are Enhanced in Female Versus Male Rats Experiencing Nicotine Withdrawal.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:22375940	(2012) Maternal deprivation in rats is associated with corticotrophin-releasing hormone (CRH) promoter hypomethylation and enhances CRH transcriptional responses to stress in adulthood.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:21735074	(2011) Enhancement of the hypothalamic-pituitary-adrenal axis but not cytokine responses to stress challenges imposed during withdrawal from acute alcohol exposure in Sprague-Dawley rats.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:22229027	(2011) Fatigue in medical residents leads to reactivation of herpes virus latency.	3	9	2.54	0.0046	9606.ENSP00000229239,9606.ENSP00000276571,9606.ENSP00000384092	GAPDH,CRH,POMC
PMID:32651395	(2020) Glomerular endothelial cell heterogeneity in Alport syndrome.	4	51	1.91	0.0047	9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000331327,9606.ENSP00000483599	GAPDH,ANGPT2,WT1,SPON2
PMID:32923382	(2020) Blood Biomarkers of Glioma in Response Assessment Including Pseudoprogression and Other Treatment Effects: A Systematic Review.	4	51	1.91	0.0047	9606.ENSP00000219070,9606.ENSP00000314897,9606.ENSP00000331327,9606.ENSP00000451040	MMP2,ANGPT2,WT1,PGF
PMID:35119039	(2022) Angiogenin and MMP-2 as potential biomarkers in the differential diagnosis of gestational trophoblastic diseases.	3	10	2.49	0.0049	9606.ENSP00000219070,9606.ENSP00000336762,9606.ENSP00000451040	MMP2,ANG,PGF
